Zeitpunkt ('Y-m-d H:i:s');Graf-Moltke-Straße (Ostseite);Graf-Moltke-Straße (Westseite);Hastedter Brückenstraße;Langemarckstraße (Ostseite);Langemarckstraße (Westseite);Osterdeich;Radweg Kleine Weser;Schwachhauser Ring;Wachmannstraße auswärts (Süd);Wachmannstraße einwärts (Nord);Wilhelm-Kaisen-Brücke (Ost);Wilhelm-Kaisen-Brücke (West)
14.12.2021 00:00;1244;1271;2667;2119;1969;4198;3545;1748;3398;2616;7712;3906
15.12.2021 00:00;1307;1332;2785;2172;2068;4313;3446;1826;3447;2743;7827;3918
16.12.2021 00:00;1297;1327;2676;2263;2080;4358;3552;1818;3576;2831;7968;4079
17.12.2021 00:00;1297;1368;2607;2166;2011;4256;3355;1790;3542;2672;7895;4002
18.12.2021 00:00;866;894;1370;1449;1222;2698;1908;1134;2159;1618;4901;2449
19.12.2021 00:00;636;628;1035;961;917;2185;1282;1099;1327;912;3340;1548
20.12.2021 00:00;1236;1284;2716;2231;1921;4350;3380;1822;3441;2653;7606;3964
21.12.2021 00:00;1190;1268;2517;2094;1803;3854;2933;1568;3302;2495;7008;3742
22.12.2021 00:00;977;1064;1928;1786;1513;3116;2340;1242;2889;2083;5835;3016
23.12.2021 00:00;757;772;1141;1155;999;1917;1423;792;1735;1309;3844;2098
24.12.2021 00:00;346;355;434;346;296;726;421;431;619;411;1401;726
25.12.2021 00:00;267;263;576;282;284;879;557;578;464;313;1226;597
26.12.2021 00:00;282;274;565;297;274;767;541;549;490;315;1188;538
27.12.2021 00:00;507;541;1181;830;770;1589;1131;719;1350;1027;2796;1518
28.12.2021 00:00;676;644;1347;942;857;2061;1649;904;1573;1202;3487;1941
29.12.2021 00:00;622;674;1347;1036;896;2080;1576;856;1710;1249;3728;1951
30.12.2021 00:00;665;669;1028;918;905;1854;1328;778;1408;1051;3459;1822
31.12.2021 00:00;528;564;921;704;607;1415;1040;815;1172;870;2493;1301
01.01.2022 00:00;446;447;1061;557;465;1613;1172;1108;761;463;2181;995
02.01.2022 00:00;382;387;709;623;535;1211;932;642;729;512;1898;908
03.01.2022 00:00;822;857;1869;1507;1248;2895;2391;1301;2243;1715;5232;2656
04.01.2022 00:00;785;812;1840;1427;1266;2688;2089;1083;2229;1742;4700;2737
05.01.2022 00:00;731;793;1590;1276;1121;2596;1963;997;2002;1480;4406;2604
06.01.2022 00:00;930;992;2233;1591;1404;2878;2521;1546;2440;1827;5152;3335
07.01.2022 00:00;837;849;1577;2022;1175;2259;1826;1026;1979;1485;4397;2889
08.01.2022 00:00;710;684;1291;1060;871;1743;1424;1157;1416;1069;3275;2048
09.01.2022 00:00;379;351;636;685;543;1152;857;568;724;526;2011;1085
10.01.2022 00:00;1095;1155;2832;1884;1723;3465;3293;1866;3175;2437;6433;3939
11.01.2022 00:00;1146;1194;2560;1879;1614;3279;2842;1734;3041;2329;6045;3817
12.01.2022 00:00;1155;1156;2728;1767;1641;3343;3133;1775;3006;2341;6207;3763
13.01.2022 00:00;1206;1247;2675;1791;1656;3236;3113;1708;3015;2394;6494;3970
14.01.2022 00:00;1141;1162;2541;1811;1660;3103;2842;1669;2928;2244;6137;3822
15.01.2022 00:00;871;902;1700;1262;1028;2146;1844;1495;1712;1263;3770;2484
16.01.2022 00:00;468;505;870;749;638;1354;1148;916;933;692;2454;1438
17.01.2022 00:00;1089;1088;2240;1647;1521;3086;2723;1548;2783;2147;5768;3462
18.01.2022 00:00;1153;1184;2665;1869;1752;3352;3234;1862;3154;2648;6664;3874
19.01.2022 00:00;1191;1214;2417;1794;1616;3017;2865;1645;2905;2415;5901;3731
20.01.2022 00:00;978;1017;1931;1464;1376;2918;2360;1286;2555;2052;5211;3260
21.01.2022 00:00;985;976;2000;1687;1347;2561;2435;1337;2435;1964;5312;3191
22.01.2022 00:00;693;668;1091;914;739;1665;1345;934;1291;1031;3191;1807
23.01.2022 00:00;604;601;1291;821;699;1743;1374;1251;1051;846;2645;1532
24.01.2022 00:00;1113;1137;2624;1993;1772;3250;3112;1795;3109;2613;6328;3656
25.01.2022 00:00;1182;1223;2797;1983;1761;3208;3260;1858;3061;2517;6465;3641
26.01.2022 00:00;1182;1224;2640;1860;1686;3271;3043;1624;2992;2527;6266;3637
27.01.2022 00:00;1062;1127;2204;1691;1514;2864;2647;1481;2651;2145;5781;3298
28.01.2022 00:00;1179;1228;2625;1924;1663;3183;2918;1734;2895;2390;6231;3584
29.01.2022 00:00;569;598;925;868;708;1274;1022;786;1159;924;2855;1693
30.01.2022 00:00;420;447;902;655;581;1700;1066;866;849;639;2155;1329
31.01.2022 00:00;794;780;1468;1341;1118;2234;1916;1025;1887;1572;4474;2612
01.02.2022 00:00;933;951;1785;1417;1284;2488;2198;1181;2238;1763;5011;2925
02.02.2022 00:00;1183;1208;2529;1819;1685;3617;3094;1691;2969;2493;6297;3721
03.02.2022 00:00;1073;1146;2200;1620;1504;2922;2710;1489;2628;2188;5905;3354
04.02.2022 00:00;1137;1131;2207;1649;1509;2805;2722;1502;2608;2162;5880;3448
05.02.2022 00:00;842;849;1684;1134;889;2329;1666;1197;1548;1297;3888;2298
06.02.2022 00:00;315;294;439;452;405;897;566;406;562;388;1544;879
07.02.2022 00:00;1131;1135;2558;1703;1539;3548;3134;1646;2814;2293;6292;3621
08.02.2022 00:00;1139;1151;2525;1769;1643;3345;3181;1641;2906;2369;6442;3491
09.02.2022 00:00;1245;1303;2492;1797;1687;3483;3274;1685;3004;2455;6425;3742
10.02.2022 00:00;1156;1175;2274;1721;1560;3093;2940;1566;2760;2256;6129;3566
11.02.2022 00:00;1183;1212;2319;1592;1467;2995;2839;1485;2625;2146;6069;3797
12.02.2022 00:00;947;887;2002;1227;1008;2776;2199;1653;1778;1421;4266;2517
13.02.2022 00:00;671;684;1543;982;800;2276;1846;1464;1234;895;3124;1519
14.02.2022 00:00;1183;1240;2893;1923;1622;3723;3387;1739;3152;2615;7043;3670
15.02.2022 00:00;1235;1346;2959;1884;1707;3682;3483;1901;3252;2642;7278;3747
16.02.2022 00:00;1000;1016;1811;1408;1189;2798;2421;1132;2223;1853;5316;2605
17.02.2022 00:00;681;681;806;786;695;1515;1021;582;1294;1052;2983;1521
18.02.2022 00:00;799;833;1399;1052;937;1950;1855;938;1890;1476;4351;2238
19.02.2022 00:00;650;681;1150;799;600;2256;1175;702;1170;923;3257;1534
20.02.2022 00:00;338;314;500;370;381;960;628;444;510;390;1717;750
21.02.2022 00:00;933;927;1780;1266;1108;2897;2195;1189;2156;1726;5009;2438
22.02.2022 00:00;1154;1226;2556;1708;1525;3747;3123;1690;2925;2371;6626;3331
23.02.2022 00:00;1390;1482;3410;2041;1785;5079;4089;2327;3484;2883;7907;3900
24.02.2022 00:00;1151;1185;2555;1785;1591;3731;3036;1682;2903;2323;6512;3429
25.02.2022 00:00;1054;1080;2024;1495;1383;3594;2753;1430;2584;2068;6310;3413
26.02.2022 00:00;950;928;2389;1425;1171;3951;2563;1795;2032;1569;5055;2512
27.02.2022 00:00;846;787;2178;1067;871;3228;2202;1821;1517;1145;3980;1913
28.02.2022 00:00;1371;1357;3388;2066;1858;4269;3804;2100;3427;2897;7673;4068
01.03.2022 00:00;1371;1408;3304;2100;1941;4397;3614;2097;3514;2918;7786;4195
02.03.2022 00:00;1445;1460;3509;2197;2017;4656;3951;2299;3635;2978;7926;4245
03.03.2022 00:00;1456;1501;3451;2166;1996;4508;3777;2312;3639;3083;7897;4128
04.03.2022 00:00;1272;1285;3005;2013;1792;3961;3306;1913;3177;2644;7376;3865
05.03.2022 00:00;952;904;2310;1448;1127;3061;2210;1569;2076;1560;4737;2543
06.03.2022 00:00;861;858;2259;1006;857;3310;1880;1278;1482;1105;4140;2067
07.03.2022 00:00;1308;1340;3233;1969;1806;4157;3545;2040;3443;2763;7298;3896
08.03.2022 00:00;1438;1427;3647;2229;2089;4816;4130;2347;3658;3056;8361;4348
09.03.2022 00:00;1555;1536;3925;2287;2045;4792;4228;2418;3819;3118;8095;4301
10.03.2022 00:00;1507;1547;3891;2426;2117;4750;4187;2513;3966;3255;8240;4465
11.03.2022 00:00;1422;1403;3531;2118;1902;3598;3395;2109;3490;2837;7195;3981
12.03.2022 00:00;999;964;2564;1611;1288;3387;2574;1893;2245;1877;5102;2686
13.03.2022 00:00;799;770;2752;1273;1080;3008;2441;2084;1629;1171;4059;1854
14.03.2022 00:00;1052;1045;2537;1520;1455;3350;3013;1577;2745;2254;6358;3211
15.03.2022 00:00;1331;1348;3384;2094;1895;4103;3803;2139;3518;2862;7739;4108
16.03.2022 00:00;1513;1542;3873;2296;2149;4658;4123;2373;3641;3118;8296;4384
17.03.2022 00:00;1260;1187;3036;1982;1803;4059;3246;1951;3120;2613;7259;3644
18.03.2022 00:00;1365;1266;3737;2341;2126;4531;4001;2392;3499;3063;7997;4382
19.03.2022 00:00;1102;1140;3218;1661;1358;4472;2893;1831;2219;1838;5806;2828
20.03.2022 00:00;781;623;2143;1058;948;2531;2089;1580;1570;1086;3801;1798
21.03.2022 00:00;1401;1327;3946;2383;2140;4514;4186;2453;3676;3127;7789;4205
22.03.2022 00:00;1581;1393;4449;2563;2434;5559;4845;2757;3918;3340;8910;4634
23.03.2022 00:00;1579;1430;4552;2582;2308;5467;4845;2787;3967;3459;8626;4600
24.03.2022 00:00;1568;1522;4474;2560;2323;5366;4658;2760;3973;3392;8757;4686
25.03.2022 00:00;1521;1418;4398;2488;2224;5323;4539;2738;3836;3372;8761;4716
26.03.2022 00:00;1051;1039;2802;1736;1391;3415;2771;1920;2292;1907;5115;2841
27.03.2022 00:00;784;702;2559;1137;1102;3269;2567;1769;1544;1158;4007;1876
28.03.2022 00:00;1329;1277;3428;2140;1994;4085;3695;2060;3544;2934;7499;3997
29.03.2022 00:00;1367;1317;3524;2217;2061;4274;3750;2116;3690;3001;7900;4118
30.03.2022 00:00;1199;1156;2606;1792;1654;3600;3088;1695;3070;2480;6577;3585
31.03.2022 00:00;1055;1012;2051;1583;1364;2924;2528;1404;2553;1939;5806;3060
01.04.2022 00:00;1043;996;2230;1746;1522;3002;2430;1434;2726;2209;5908;3173
02.04.2022 00:00;843;712;1579;1238;1003;2287;1698;1152;1860;1449;3987;2107
03.04.2022 00:00;538;541;1366;735;668;2392;1200;959;1026;729;2985;1300
04.04.2022 00:00;750;681;1490;1222;1024;2201;1907;856;1897;1511;4340;2188
05.04.2022 00:00;870;918;1930;1489;1395;2862;2443;1254;2446;1993;5436;2720
06.04.2022 00:00;852;857;1667;1476;1272;2569;2351;1100;2391;1965;5200;2177
07.04.2022 00:00;750;732;1425;1349;1107;2153;1945;1026;1884;1551;4387;2243
08.04.2022 00:00;928;890;1690;1459;1280;2675;2248;1165;2183;1846;4872;2520
09.04.2022 00:00;610;621;1030;978;796;1789;1260;734;1309;991;3401;1786
10.04.2022 00:00;561;513;1054;792;653;1640;1365;934;1119;864;2617;1447
11.04.2022 00:00;1066;701;3054;1952;1793;3624;3409;1940;2798;2397;6481;3547
12.04.2022 00:00;1157;1231;3398;2184;1981;3997;3756;2199;3290;2712;7154;3970
13.04.2022 00:00;1156;1201;3261;2118;1830;3930;3675;2117;3175;2651;6798;3594
14.04.2022 00:00;1115;1189;2755;1928;1800;3626;2937;1957;3102;2594;6404;3258
15.04.2022 00:00;566;606;1521;983;824;2034;1658;1287;1213;980;3094;1558
16.04.2022 00:00;941;852;2722;1583;1289;3181;2675;1878;2273;1867;4839;2663
17.04.2022 00:00;766;864;3179;1215;1001;3679;2368;1868;1465;1047;4030;1758
18.04.2022 00:00;778;813;3338;1394;1246;3317;3200;2570;1752;1320;4249;2079
19.04.2022 00:00;1355;1377;4070;2410;2254;4674;4419;2583;3845;3270;8062;4340
20.04.2022 00:00;1480;1534;4680;2824;2647;5633;5091;2863;4361;3543;9257;4812
21.04.2022 00:00;1481;1575;4342;2867;2526;5163;4615;2754;4232;3548;9198;4933
22.04.2022 00:00;1470;1564;4193;2683;2372;4888;4503;2489;3965;3384;8775;4588
23.04.2022 00:00;1131;1147;3385;2088;1764;4330;3510;2193;2697;2189;6289;3378
24.04.2022 00:00;800;727;2316;1339;1213;2778;2444;1961;1766;1181;4108;2031
25.04.2022 00:00;1300;1295;3672;2609;2202;4381;4070;2141;3668;3035;8098;4201
26.04.2022 00:00;1501;1483;4575;3086;2578;5418;4730;2786;4448;3747;9347;4773
27.04.2022 00:00;1551;1567;4452;2791;2608;5408;4800;2853;4352;3722;9404;5030
28.04.2022 00:00;1557;1631;4345;2843;2489;5326;4576;2784;4286;3657;9229;4901
29.04.2022 00:00;1517;1157;4550;2655;2325;6323;4337;2429;3809;3338;9263;4926
30.04.2022 00:00;1075;1021;2710;1909;1490;3781;2740;2120;2184;1826;5665;3060
01.05.2022 00:00;772;720;2336;1272;1137;3022;2395;2048;1723;1253;4310;2398
02.05.2022 00:00;1455;1523;4596;2820;2587;5373;4774;2735;4163;3623;9183;5080
03.05.2022 00:00;1526;1578;4409;2908;2520;5442;4675;2714;4258;3642;9131;5145
04.05.2022 00:00;1624;1657;4730;3060;2655;5605;5008;2751;4376;3705;9331;5265
05.05.2022 00:00;1633;1668;4801;3457;2800;5874;5419;2908;4416;3810;9747;5371
06.05.2022 00:00;1566;1588;4864;3056;2507;5958;5109;2884;4249;3653;9502;5352
07.05.2022 00:00;940;982;2837;2021;1620;3887;3080;1870;2369;1944;5953;3190
08.05.2022 00:00;930;948;3441;1576;1449;3778;3426;2426;2042;1618;5029;2491
09.05.2022 00:00;1533;1548;5203;2948;2653;5962;5983;3074;4348;3728;9741;5147
10.05.2022 00:00;1523;1505;4899;3039;2887;5687;5238;2949;4370;3662;9602;5304
11.05.2022 00:00;1615;1566;4601;3070;2739;5672;5191;2977;4427;3719;9526;5296
12.05.2022 00:00;1606;1611;4546;3168;2810;5583;5206;2889;4417;3759;9744;5536
13.05.2022 00:00;1447;1377;4009;2786;2378;4957;4391;2484;3921;3331;8719;4789
14.05.2022 00:00;1130;1143;3676;2352;1799;4455;3607;2214;2632;2175;6563;3486
15.05.2022 00:00;1244;1284;5356;2078;1822;6593;4327;2775;2360;1928;7581;3554
16.05.2022 00:00;1420;1408;4531;2784;2437;5401;5139;2739;3927;3423;9239;4811
17.05.2022 00:00;1685;1640;5133;3102;2825;6089;5628;3277;4585;3825;10155;4862
18.05.2022 00:00;1756;1671;6249;3206;2922;6588;6763;3471;4620;4030;10729;5269
19.05.2022 00:00;1402;1402;4433;2881;2529;5223;5060;2708;3939;3260;9040;4554
20.05.2022 00:00;1301;1334;3737;2501;2365;4661;4341;2496;3554;3010;8411;3895
21.05.2022 00:00;958;960;2339;1778;1561;3435;2482;1582;2121;1825;5295;2675
22.05.2022 00:00;934;862;3311;1636;1434;3631;3594;2533;1974;1552;5200;2325
23.05.2022 00:00;1520;1497;4697;3029;2781;5447;5413;2893;4362;3577;9447;5016
24.05.2022 00:00;1400;1354;3838;2645;2417;4913;4455;2505;3909;3310;8678;3596
25.05.2022 00:00;1467;1465;4254;2945;2597;5054;4723;2605;4155;3591;9027;4254
26.05.2022 00:00;778;729;2436;1544;1420;3109;2624;2172;1550;1319;4438;1892
27.05.2022 00:00;923;927;2463;1865;1537;3211;2594;1416;2427;1967;5669;2855
28.05.2022 00:00;734;677;1564;1331;1008;2547;1749;1144;1579;1271;4004;2022
29.05.2022 00:00;503;457;1105;874;845;1716;1264;805;1096;791;2670;1302
30.05.2022 00:00;1325;1279;3956;2636;2398;4664;4206;2399;3914;3255;8269;4147
31.05.2022 00:00;1504;1459;4395;2991;2547;5235;4806;2684;4324;3670;9431;4498
01.06.2022 00:00;1230;1172;3141;2356;2037;4100;3688;1909;3248;2763;7653;3737
02.06.2022 00:00;1549;1544;4908;3030;2714;5334;5037;2858;4294;3647;9483;3875
03.06.2022 00:00;1479;1561;4778;2983;2479;5257;5133;2761;3617;3316;8901;3955
04.06.2022 00:00;1119;984;3569;2215;1828;4176;3875;2108;2088;1809;5832;3112
05.06.2022 00:00;657;642;2684;1465;1332;2835;2870;1995;1282;1135;3915;2059
06.06.2022 00:00;588;565;1880;1197;994;2190;2077;1528;1104;872;3335;1691
07.06.2022 00:00;1189;1227;3262;2354;2041;4049;3544;1990;3036;2830;7394;3587
08.06.2022 00:00;1465;1459;3923;2733;2468;4627;4282;2356;3538;3312;8442;4623
09.06.2022 00:00;1458;1438;4223;2816;2678;5433;4828;2638;3744;3438;9247;4503
10.06.2022 00:00;1479;1416;4539;2960;2633;5137;4795;2711;3812;3409;9335;4377
11.06.2022 00:00;1181;1201;4044;2272;1764;4858;3999;2072;2581;2622;7412;3395
12.06.2022 00:00;931;949;4207;1748;1594;4157;4132;2282;2050;2086;6126;2943
13.06.2022 00:00;1305;1298;3832;2523;2445;4512;4141;2340;3339;3159;8160;4307
14.06.2022 00:00;1520;1506;4778;3053;2828;5363;5025;2893;3978;3724;9519;5312
15.06.2022 00:00;1678;1668;5420;3248;2829;6048;5905;3077;3950;3793;10037;5360
16.06.2022 00:00;1613;1584;5278;3245;2964;6152;5861;3171;3946;3760;9810;5280
17.06.2022 00:00;1474;1451;4870;2888;2615;5557;5073;2774;3453;3327;8930;4879
18.06.2022 00:00;1127;1069;5709;2218;1748;5599;5429;2407;2291;2113;7017;3502
19.06.2022 00:00;689;676;1889;1142;1060;2553;1893;1396;1272;1065;3564;1670
20.06.2022 00:00;1345;1369;4137;2618;2582;4805;4284;2597;3562;3287;8395;4479
21.06.2022 00:00;1588;1562;5231;3119;2931;5834;5854;3237;3945;3785;9777;5364
22.06.2022 00:00;1669;1681;5703;3235;2882;6235;6613;3418;3975;3866;10178;5531
23.06.2022 00:00;1622;1608;7077;3303;2934;6874;8031;3366;3958;3678;10572;5628
24.06.2022 00:00;1334;1297;3978;2507;2261;4789;4387;2455;3159;2904;8216;4460
25.06.2022 00:00;1128;1049;4933;2203;1849;5083;4873;2425;2168;1938;6686;3556
26.06.2022 00:00;913;762;3496;1577;1364;3968;3695;2198;1624;1287;5138;2306
27.06.2022 00:00;1289;1208;2996;2308;2167;4031;3652;2002;2990;2621;7486;3673
28.06.2022 00:00;1554;1590;5250;3140;2883;5948;6037;3163;4223;3811;10084;5039
29.06.2022 00:00;1614;1579;5751;3185;2832;6157;6530;3178;4015;3619;10169;5075
30.06.2022 00:00;1592;1684;7220;3252;2874;7302;7274;3251;4087;3592;10959;5229
01.07.2022 00:00;1294;1252;3199;2408;2226;4275;3929;2120;3125;2804;7773;4215
02.07.2022 00:00;1159;1071;4410;2277;1962;5036;4370;2305;2561;2455;6925;3466
03.07.2022 00:00;909;877;4291;1650;1505;4131;4131;2470;1818;1464;5204;2310
04.07.2022 00:00;1526;1497;4792;2989;2671;5067;5145;2779;3892;3635;9008;4815
05.07.2022 00:00;1662;1570;4956;2963;2829;5578;5457;3092;4020;3658;9356;4895
06.07.2022 00:00;1476;1459;4541;2931;2660;4959;4578;2710;3786;3394;8762;4656
07.07.2022 00:00;1223;1207;2778;2050;1864;3645;3306;1764;2770;2420;7171;3690
08.07.2022 00:00;1399;1397;3972;2705;2333;1696;4127;2516;3369;2985;8096;4021
09.07.2022 00:00;983;914;2807;1825;1419;385;2790;1746;2334;1996;5849;2962
10.07.2022 00:00;758;646;2352;1328;1132;233;2367;1937;1468;1222;3923;1900
11.07.2022 00:00;1300;1308;3429;2436;2177;158;3890;2333;3233;2844;7484;3817
12.07.2022 00:00;1666;1663;5700;3235;2774;2;5776;3232;3944;3574;9629;4929
13.07.2022 00:00;1664;1739;6013;2983;2712;233;6158;3080;4060;3743;11337;5234
14.07.2022 00:00;1528;1521;4381;2845;2437;19;4604;2389;3605;3272;10270;4795
15.07.2022 00:00;1264;1252;3499;2233;1978;186;3501;1850;2895;2688;8639;3891
16.07.2022 00:00;1104;1020;3286;1798;1466;152;2798;1586;2175;1946;7392;3062
17.07.2022 00:00;998;833;3909;1474;1396;15;3742;2146;1850;1550;6893;2763
18.07.2022 00:00;1327;1189;5086;2604;2354;234;5541;2661;3250;2880;7866;3974
19.07.2022 00:00;1338;1293;5927;2694;2320;2868;6900;2654;3129;2760;8095;4014
20.07.2022 00:00;1273;1213;5056;2689;2456;4944;6367;2422;3042;2673;7884;3988
21.07.2022 00:00;969;901;2076;1788;1701;3056;2759;1352;2227;1810;5682;3070
22.07.2022 00:00;1147;1151;3116;2255;2039;3845;3318;1865;2875;2656;6595;3465
23.07.2022 00:00;860;820;2857;1799;1501;3505;2986;1851;1815;1578;5232;2669
24.07.2022 00:00;772;765;4219;1476;1471;3771;4468;2221;1378;1140;4654;1953
25.07.2022 00:00;1078;1067;3362;2304;1947;3831;3785;1820;2686;2288;6411;3141
26.07.2022 00:00;1068;1039;2934;2053;1868;3752;3352;1823;2593;2302;6458;3358
27.07.2022 00:00;1163;1116;3719;2430;2120;4276;3991;2149;3003;2740;7109;3773
28.07.2022 00:00;1231;1194;3758;2527;2232;4230;4082;2180;3010;2612;7139;3924
29.07.2022 00:00;1085;1131;3448;2331;2006;3921;3473;1893;2583;2347;6403;3603
30.07.2022 00:00;878;872;2792;1771;1481;3282;2875;1773;1798;1626;4962;2459
31.07.2022 00:00;568;527;1668;1128;1027;2132;1842;1211;1133;866;3111;1368
01.08.2022 00:00;1058;1067;3008;2107;1888;3669;3318;1751;2592;2317;6101;3504
02.08.2022 00:00;1163;1184;4210;2474;2291;4638;4661;2392;2975;2725;7607;3993
03.08.2022 00:00;1162;1132;4919;2523;2263;5002;5854;2483;2921;2585;7629;3936
04.08.2022 00:00;981;1001;3832;2461;1774;4123;4210;1845;2606;2268;6623;3532
05.08.2022 00:00;843;851;2380;1874;1418;3411;2560;1413;2127;1719;5211;2709
06.08.2022 00:00;814;813;2647;1855;1282;3270;2790;1637;1777;1595;5006;2523
07.08.2022 00:00;780;723;3016;1586;1130;2941;3189;2139;1384;1208;4064;1959
08.08.2022 00:00;1118;1117;3818;2500;1852;4168;3798;2001;2863;2607;6772;3534
09.08.2022 00:00;1236;1221;4682;2832;2103;4947;4949;2563;3074;2746;7748;4002
10.08.2022 00:00;1258;1232;4868;2802;2105;4964;5345;2581;3009;2713;7656;3859
11.08.2022 00:00;1211;1165;4916;2541;1924;4932;5409;2464;2905;2606;7488;3736
12.08.2022 00:00;1087;1087;4836;2507;1848;5164;5056;2365;2617;2387;7524;3716
13.08.2022 00:00;1051;1081;4360;2143;1494;6081;3965;1810;1862;1591;7247;3213
14.08.2022 00:00;776;746;4043;1569;1100;3878;4263;2130;1503;1101;4852;1826
15.08.2022 00:00;1053;1064;3500;2273;1716;3983;3900;1883;2719;2446;6482;3296
16.08.2022 00:00;1278;1239;4521;2616;2062;4927;4851;2475;3010;2855;7866;3955
17.08.2022 00:00;1225;1166;4122;2597;2025;4649;4454;2274;2890;2704;7539;3633
18.08.2022 00:00;1263;1272;3990;2525;2026;4574;4126;2474;3083;2742;7544;3742
19.08.2022 00:00;1230;1269;4314;2514;1995;4816;4424;2397;2923;2623;7546;3829
20.08.2022 00:00;1083;990;3285;2184;1544;3883;3528;1881;2190;2043;5742;3003
21.08.2022 00:00;853;803;3773;1522;1272;3455;3808;2464;1613;1274;4605;2087
22.08.2022 00:00;1285;1254;4630;2821;2121;4974;4879;2627;3344;3048;8068;4310
23.08.2022 00:00;1489;1469;5588;3025;2332;5941;6165;2976;3696;3358;9024;4502
24.08.2022 00:00;1505;1458;5926;3042;2483;5968;6384;3093;3720;3307;9127;4706
25.08.2022 00:00;1549;1550;6002;3124;2628;6158;6303;3431;3847;3519;9706;4990
26.08.2022 00:00;1363;1316;4054;2610;2208;4868;4052;2422;3134;2793;7955;4132
27.08.2022 00:00;1229;1217;3162;2240;1764;4189;3097;1982;2554;2252;6537;3041
28.08.2022 00:00;1069;1061;3861;1498;1348;5120;3151;2160;1685;1326;5508;2332
29.08.2022 00:00;1465;1321;4384;2718;2427;5145;4612;2656;3630;3228;8554;4385
30.08.2022 00:00;1537;1519;4889;3019;2646;5706;5016;3009;3918;3442;9149;4887
31.08.2022 00:00;1639;1547;5106;3207;2742;5938;5360;3141;4067;3582;9529;5043
01.09.2022 00:00;1676;1616;5432;3419;2852;6325;5497;3173;4185;3768;10156;5439
02.09.2022 00:00;1611;1545;5148;3181;2716;5975;5147;2989;3850;3350;9287;5063
03.09.2022 00:00;1166;1147;3743;2304;1806;4618;3498;2120;2402;2229;6495;3907
04.09.2022 00:00;1028;910;3880;1773;1485;3852;4059;2517;1763;1336;5183;2554
05.09.2022 00:00;1607;1444;5452;3061;2667;6041;5673;3185;3852;3458;9612;5662
06.09.2022 00:00;1492;1416;4852;3129;2676;6048;5067;2945;4001;3399;9558;5606
07.09.2022 00:00;1396;1305;3934;2769;2250;5111;4277;2342;3463;2976;8339;4873
08.09.2022 00:00;1142;1079;3241;2245;2061;4520;3661;2010;2981;2502;7424;4107
09.09.2022 00:00;1359;1365;3848;2307;1991;5123;3663;2077;3011;2634;8155;3900
10.09.2022 00:00;995;925;2442;1973;1464;3478;2665;1614;2055;1839;5440;2816
11.09.2022 00:00;956;927;2829;1784;1439;3383;3103;2425;1841;1523;4921;2299
12.09.2022 00:00;1558;1426;4724;2910;2563;5474;5059;2959;3826;3277;9066;4844
13.09.2022 00:00;1428;1385;4305;2687;2444;5865;4678;2620;3681;3184;8966;4831
14.09.2022 00:00;1491;1414;4446;2894;2562;5669;4772;2677;3876;3364;9398;5143
15.09.2022 00:00;1340;1279;3757;2569;2281;4711;3955;2123;3524;2920;8099;4443
16.09.2022 00:00;1085;1049;2793;2031;1768;3856;3066;1716;2720;2311;6594;3628
17.09.2022 00:00;527;468;1009;924;698;1878;1199;769;1076;823;3013;
18.09.2022 00:00;465;411;881;717;597;1671;1039;716;830;529;2497;
19.09.2022 00:00;1175;1121;3243;2146;1928;4155;3618;1885;3472;2621;7198;
20.09.2022 00:00;1320;1248;3707;2402;2176;4701;4102;2319;3538;2919;8079;
21.09.2022 00:00;1406;1351;4493;2721;2436;5292;4662;2708;3790;3264;8937;
22.09.2022 00:00;1435;1431;4468;2765;2439;5438;4587;2680;3692;3046;8892;
23.09.2022 00:00;1392;1331;3952;2546;2270;5208;4050;2279;3472;2965;8229;
24.09.2022 00:00;737;723;1891;1319;1015;3411;1607;888;1282;1000;4611;
25.09.2022 00:00;783;611;1910;1348;1140;3026;2331;1587;1380;1071;4220;
26.09.2022 00:00;1025;969;2699;1960;1750;3802;3224;1686;2718;2202;6565;
27.09.2022 00:00;1155;1093;2781;2036;1786;4359;3343;1790;2910;2398;7260;
28.09.2022 00:00;1297;1159;3131;2250;1944;4573;3605;1970;3124;2578;7437;
29.09.2022 00:00;1399;1301;3693;2559;2131;4847;4108;2277;3585;3066;8322;
30.09.2022 00:00;1377;1260;3754;2554;2138;4776;4049;2466;3300;2856;8118;
01.10.2022 00:00;766;737;1816;1321;1012;3371;1576;939;1429;1124;4555;
02.10.2022 00:00;730;616;2098;1219;1074;3320;1707;1387;1518;1119;4164;
03.10.2022 00:00;739;651;1963;1184;1027;2722;2317;1647;1264;931;3647;
04.10.2022 00:00;1393;1320;4249;2805;2478;5140;4512;2619;3865;3347;8775;
05.10.2022 00:00;1403;1379;4198;2713;2379;5319;4259;2428;3754;3215;8640;
06.10.2022 00:00;1529;1381;4424;2831;2444;5310;4479;2632;3696;3128;8799;
