date,Weekday,GrafMoltkeStrEast,GrafMoltkeStrWest,HastedterBrStr,LangemarckStrEast,LangemarckStrWest,Osterdeich,RadwegKleineWeser,SchwachhauserRing,WachmannStrAusSouth,WachmannStrEinNorth,WilhelmKaisenBrEast,WilhelmKaisenBrWest,Total,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,Holiday,Vacation
2013-01-01,1,261.0,290.0,381.0,312.0,308.0,870.0,410.0,391.0,514.0,267.0,1228.0,563.0,5795.0,6.9,3.5,9.1,6.9,0.0,233.0,19.4,50.4,1001.8,0,Neujahr,Weihnachtsferien
2013-01-02,2,750.0,876.0,1109.0,1258.0,1120.0,2169.0,1762.0,829.0,1786.0,1456.0,4024.0,2355.0,19494.0,5.6,4.2,7.1,1.8,0.0,246.0,20.2,40.0,1017.5,30,,Weihnachtsferien
2013-01-03,3,931.0,1015.0,1603.0,1556.0,1480.0,2295.0,2287.0,1196.0,2412.0,2035.0,5013.0,3028.0,24851.0,8.6,6.0,10.6,0.9,0.0,257.0,23.8,45.7,1024.5,0,,Weihnachtsferien
2013-01-04,4,500.0,587.0,1284.0,703.0,626.0,1640.0,1548.0,1418.0,964.0,702.0,2382.0,1121.0,13475.0,8.8,6.8,9.7,0.0,0.0,276.0,25.2,48.2,1029.5,0,,Weihnachtsferien
2013-01-05,5,1013.0,1011.0,1284.0,1856.0,1621.0,4128.0,4256.0,3075.0,2065.0,1377.0,5736.0,3221.0,30643.0,7.7,6.5,8.6,0.1,0.0,293.0,20.2,41.0,1029.9,0,,Weihnachtsferien
2013-01-06,6,819.0,905.0,1284.0,1602.0,1215.0,4128.0,1891.0,1181.0,2023.0,1601.0,4456.0,2477.0,23582.0,7.2,5.7,8.5,0.4,0.0,283.0,19.4,40.7,1026.6,0,,
2013-01-07,0,1123.0,1318.0,3070.0,2637.0,2268.0,3240.0,3964.0,1181.0,3410.0,2727.0,6766.0,4542.0,36246.0,6.6,5.5,7.5,0.0,0.0,244.0,9.0,23.8,1026.6,0,,
2013-01-08,1,1321.0,1584.0,4673.0,3082.0,2694.0,4957.0,5925.0,2009.0,4123.0,3177.0,8372.0,5091.0,47008.0,7.1,6.3,7.7,6.9,0.0,246.0,14.4,31.3,1022.3,0,,
2013-01-09,2,766.0,835.0,1647.0,1287.0,1246.0,2371.0,2172.0,2347.0,1681.0,1199.0,3780.0,2271.0,21602.0,6.6,2.9,7.8,4.6,0.0,257.0,16.2,31.0,1016.6,0,,
2013-01-10,3,1358.0,1545.0,3097.0,2755.0,2525.0,4087.0,4409.0,1304.0,3300.0,3172.0,7638.0,4963.0,40153.0,3.1,0.2,5.1,1.2,0.0,303.0,16.9,44.6,1010.8,0,,
2013-01-11,4,1360.0,1498.0,2334.0,2319.0,2145.0,3340.0,3540.0,1049.0,3383.0,2997.0,6865.0,4122.0,34952.0,-0.7,-3.6,0.8,0.0,0.0,313.0,9.4,23.8,1016.2,24,,
2013-01-12,5,528.0,487.0,684.0,798.0,737.0,1688.0,1116.0,705.0,1109.0,739.0,2644.0,1406.0,12641.0,-3.3,-6.3,1.3,0.0,0.0,8.0,4.3,14.0,1019.7,444,,
2013-01-13,6,408.0,490.0,671.0,521.0,501.0,1351.0,850.0,629.0,772.0,511.0,2110.0,1127.0,9941.0,-1.7,-4.1,-0.5,0.2,10.0,58.0,11.2,24.5,1020.4,0,,
2013-01-14,0,573.0,644.0,1310.0,1091.0,1089.0,1937.0,1556.0,874.0,1554.0,1207.0,3482.0,2052.0,17369.0,-4.2,-8.9,-3.5,0.0,20.0,115.0,10.4,23.0,1014.2,0,,
2013-01-15,1,615.0,655.0,1343.0,1169.0,1156.0,2047.0,1466.0,772.0,1556.0,1251.0,3678.0,2105.0,17813.0,-6.2,-10.9,-3.3,0.0,30.0,91.0,8.3,21.2,1009.3,0,,
2013-01-16,2,708.0,809.0,1425.0,1273.0,1188.0,2532.0,1588.0,848.0,1769.0,1361.0,4024.0,2312.0,19837.0,-4.6,-6.3,-3.7,0.0,30.0,58.0,9.7,20.2,1012.1,0,,
2013-01-17,3,827.0,889.0,1514.0,1370.0,1366.0,2685.0,1626.0,950.0,1993.0,1652.0,4200.0,2511.0,21583.0,-2.3,-4.8,-0.9,0.0,20.0,22.0,11.2,23.4,1018.2,0,,
2013-01-18,4,743.0,805.0,1400.0,1281.0,1251.0,2452.0,1608.0,880.0,1784.0,1508.0,3943.0,2318.0,19973.0,-1.6,-2.9,-0.9,0.1,30.0,82.0,15.1,40.0,1013.3,0,,
2013-01-19,5,543.0,696.0,854.0,724.0,626.0,1696.0,681.0,596.0,998.0,818.0,2640.0,1322.0,12194.0,-4.4,-6.0,-2.8,0.0,30.0,99.0,21.2,46.8,1004.5,0,,
2013-01-20,6,375.0,390.0,562.0,433.0,445.0,1072.0,546.0,583.0,579.0,440.0,1781.0,914.0,8120.0,-5.0,-9.0,-1.9,0.1,20.0,87.0,22.0,51.5,1001.8,246,,
2013-01-21,0,416.0,454.0,1109.0,911.0,940.0,1626.0,1166.0,662.0,1266.0,1075.0,2837.0,1746.0,14208.0,-3.5,-5.9,-2.3,5.0,30.0,85.0,22.7,45.4,1002.6,0,,
2013-01-22,1,300.0,314.0,924.0,688.0,728.0,1629.0,338.0,686.0,970.0,728.0,2218.0,1317.0,10840.0,-5.9,-6.5,-5.3,0.3,70.0,89.0,15.8,32.4,1008.1,0,,
2013-01-23,2,414.0,466.0,1034.0,839.0,859.0,1973.0,384.0,713.0,1181.0,939.0,2679.0,1611.0,13092.0,-4.7,-7.5,-1.7,0.0,60.0,54.0,9.7,23.4,1011.4,426,,
2013-01-24,3,461.0,578.0,1184.0,995.0,1024.0,2306.0,377.0,751.0,1458.0,1163.0,3313.0,1889.0,15499.0,-2.5,-5.3,-1.6,0.0,60.0,20.0,14.8,28.4,1016.0,0,,
2013-01-25,4,467.0,557.0,1208.0,968.0,875.0,2286.0,405.0,744.0,1335.0,1097.0,3225.0,1845.0,15012.0,-8.1,-13.1,-5.1,0.0,60.0,110.0,9.0,31.3,1020.3,432,,
2013-01-26,5,273.0,290.0,561.0,431.0,434.0,964.0,172.0,423.0,710.0,553.0,1656.0,912.0,7379.0,-5.4,-10.3,0.4,0.3,50.0,158.0,16.6,36.4,1010.3,12,,
2013-01-27,6,208.0,216.0,283.0,259.0,314.0,706.0,133.0,243.0,372.0,250.0,1118.0,538.0,4640.0,2.1,0.1,3.6,3.8,50.0,200.0,19.8,45.0,1001.7,0,,
2013-01-28,0,726.0,803.0,1279.0,1252.0,1177.0,3112.0,879.0,816.0,1840.0,1472.0,4267.0,2471.0,20094.0,2.9,1.2,4.6,2.8,0.0,213.0,16.6,58.3,1007.8,132,,
2013-01-29,1,892.0,967.0,1681.0,1566.0,1487.0,2915.0,2102.0,1169.0,2395.0,1896.0,5275.0,3020.0,25365.0,7.7,2.5,11.4,2.2,0.0,221.0,21.2,53.3,1002.9,0,,
2013-01-30,2,756.0,859.0,1251.0,1242.0,1167.0,2191.0,1930.0,882.0,1821.0,1477.0,4082.0,2471.0,20129.0,9.8,5.6,12.3,9.8,0.0,246.0,29.9,80.3,1000.4,12,,
2013-01-31,3,780.0,832.0,1081.0,1312.0,1179.0,2029.0,1764.0,883.0,1896.0,1503.0,4060.0,2536.0,19855.0,6.6,5.6,7.9,0.2,0.0,253.0,38.9,74.2,1005.0,6,,Winterferien
2013-02-01,4,554.0,640.0,1209.0,1224.0,1088.0,1847.0,1754.0,733.0,1784.0,1474.0,3569.0,2267.0,18143.0,5.1,1.7,7.3,10.3,0.0,266.0,18.7,63.0,999.2,0,,Winterferien
2013-02-02,5,626.0,674.0,880.0,894.0,756.0,1752.0,1411.0,684.0,1465.0,1154.0,3512.0,1918.0,15726.0,2.7,1.3,4.6,0.3,0.0,312.0,18.7,60.5,1001.7,198,,
2013-02-03,6,672.0,920.0,1169.0,945.0,797.0,2351.0,1321.0,797.0,1412.0,1131.0,3826.0,1903.0,17244.0,3.0,0.9,5.6,5.4,0.0,266.0,21.6,46.1,1009.8,0,,
2013-02-04,0,926.0,1092.0,2143.0,1774.0,1570.0,2606.0,2802.0,1349.0,2756.0,2279.0,5526.0,3417.0,28240.0,6.1,4.5,9.1,5.7,0.0,261.0,27.0,68.8,1002.9,138,,
2013-02-05,1,1291.0,1489.0,2143.0,2779.0,2394.0,3895.0,4148.0,1951.0,3708.0,3057.0,7335.0,4512.0,38702.0,2.3,-0.5,5.4,9.2,0.0,240.0,22.0,61.2,995.3,84,,
2013-02-06,2,658.0,757.0,2143.0,1222.0,1188.0,3895.0,2286.0,1838.0,1550.0,1176.0,3616.0,2009.0,22338.0,0.6,-3.2,4.6,0.7,0.0,244.0,10.4,29.9,998.2,324,,
2013-02-07,3,1302.0,1558.0,3818.0,3072.0,2583.0,4048.0,5122.0,1020.0,3858.0,3343.0,8015.0,5250.0,42989.0,0.7,-1.7,3.0,0.2,0.0,302.0,12.2,30.6,1007.1,222,,
2013-02-08,4,1215.0,1461.0,5408.0,2798.0,2448.0,5230.0,6676.0,1758.0,3363.0,2878.0,8220.0,4913.0,46368.0,0.1,-1.1,0.8,0.0,0.0,337.0,10.4,24.5,1013.2,0,,
2013-02-09,5,1046.0,1202.0,2314.0,2207.0,2066.0,3228.0,3358.0,2427.0,2835.0,2343.0,6082.0,3777.0,32885.0,-1.0,-6.1,1.1,0.9,0.0,317.0,7.2,29.5,1018.1,30,,
2013-02-10,6,1388.0,1526.0,2763.0,2538.0,2384.0,3633.0,4033.0,1273.0,3166.0,3048.0,7146.0,4686.0,37584.0,-2.1,-6.5,1.3,0.0,10.0,124.0,11.5,29.5,1013.4,468,,
2013-02-11,0,810.0,900.0,1114.0,1290.0,1110.0,2163.0,1483.0,638.0,1950.0,1522.0,3866.0,2348.0,19194.0,-1.5,-4.7,1.1,0.0,0.0,100.0,22.3,46.4,1009.7,468,,
2013-02-12,1,1144.0,1322.0,2147.0,2239.0,2061.0,3372.0,3082.0,1347.0,3076.0,2575.0,6242.0,3765.0,32372.0,-0.5,-2.2,2.0,0.0,0.0,49.0,15.5,33.1,1015.6,114,,
2013-02-13,2,872.0,988.0,1616.0,1587.0,1503.0,2479.0,2368.0,1190.0,2306.0,1855.0,4808.0,2907.0,24479.0,-1.2,-3.4,1.4,0.0,0.0,61.0,7.9,22.7,1024.6,138,,
2013-02-14,3,928.0,999.0,1582.0,1665.0,1538.0,2294.0,2366.0,1096.0,2397.0,1946.0,4775.0,3007.0,24593.0,-1.8,-5.0,1.0,0.3,0.0,132.0,17.6,41.4,1020.3,402,,
2013-02-15,4,659.0,672.0,1193.0,1188.0,1134.0,1991.0,1568.0,782.0,1553.0,1326.0,3745.0,2136.0,17947.0,0.1,-1.4,1.6,1.7,10.0,148.0,10.1,24.1,1017.1,0,,
2013-02-16,5,635.0,777.0,959.0,778.0,664.0,2158.0,1151.0,727.0,1223.0,966.0,3306.0,1489.0,14833.0,2.2,1.2,3.2,0.1,0.0,83.0,4.3,10.8,1022.6,0,,
2013-02-17,6,422.0,472.0,714.0,570.0,555.0,1223.0,1007.0,718.0,894.0,634.0,2107.0,1154.0,10470.0,1.9,0.0,3.1,0.0,0.0,112.0,4.3,10.4,1025.0,0,,
2013-02-18,0,944.0,1057.0,1914.0,1761.0,1536.0,2571.0,2677.0,1236.0,2608.0,2127.0,5223.0,2733.0,26387.0,1.4,-0.5,3.5,0.6,0.0,197.0,6.1,16.6,1021.7,0,,
2013-02-19,1,914.0,956.0,1504.0,1529.0,1447.0,2438.0,2434.0,966.0,2284.0,1811.0,5014.0,2734.0,24031.0,1.6,-1.1,3.5,0.5,0.0,338.0,15.5,33.1,1017.2,0,,
2013-02-20,2,882.0,977.0,1647.0,1601.0,1480.0,2428.0,2390.0,1220.0,2274.0,1911.0,4980.0,2783.0,24573.0,-0.1,-1.3,1.5,0.0,0.0,27.0,15.5,34.6,1025.7,90,,
2013-02-21,3,934.0,1038.0,1659.0,1604.0,1541.0,2453.0,2207.0,1090.0,2438.0,1975.0,4834.0,2926.0,24699.0,-0.8,-2.2,0.9,0.0,0.0,35.0,16.9,33.8,1025.5,6,,
2013-02-22,4,728.0,851.0,1242.0,1310.0,1192.0,1913.0,1816.0,818.0,1761.0,1475.0,4121.0,2422.0,19649.0,-2.0,-3.4,-0.7,0.0,10.0,56.0,17.3,42.8,1021.2,36,,
2013-02-23,5,522.0,591.0,705.0,813.0,640.0,1337.0,859.0,573.0,1088.0,877.0,2625.0,1502.0,12132.0,-1.1,-4.4,0.6,0.5,0.0,43.0,20.5,47.2,1018.1,24,,
2013-02-24,6,314.0,313.0,417.0,420.0,416.0,938.0,483.0,342.0,605.0,396.0,1592.0,737.0,6973.0,0.6,-0.6,1.5,0.9,20.0,30.0,18.4,37.8,1017.1,0,,
2013-02-25,0,854.0,960.0,1539.0,1485.0,1476.0,2167.0,2399.0,1034.0,2329.0,1929.0,4700.0,2949.0,23821.0,2.0,1.1,2.8,0.0,0.0,53.0,16.6,36.7,1023.7,0,,
2013-02-26,1,953.0,1080.0,1706.0,1503.0,1596.0,2583.0,2686.0,1221.0,2525.0,2082.0,5292.0,3109.0,26336.0,1.7,0.8,2.4,0.0,0.0,58.0,14.8,25.2,1032.6,0,,
2013-02-27,2,943.0,1080.0,1739.0,1595.0,1582.0,2499.0,2655.0,1263.0,2602.0,2063.0,5283.0,3059.0,26363.0,1.2,-2.8,4.0,0.0,0.0,75.0,7.9,22.3,1033.3,24,,
2013-02-28,3,925.0,1057.0,1756.0,1630.0,1671.0,2536.0,2419.0,1189.0,2486.0,2019.0,5249.0,3120.0,26057.0,-0.5,-4.9,3.3,0.0,0.0,262.0,7.2,20.9,1028.1,0,,
2013-03-01,4,602.0,688.0,1066.0,1199.0,1098.0,1793.0,1680.0,737.0,1715.0,1351.0,3484.0,2222.0,17635.0,2.4,-3.3,3.8,0.0,0.0,314.0,15.8,42.1,1024.5,0,,
2013-03-02,5,359.0,389.0,517.0,480.0,449.0,971.0,724.0,641.0,662.0,524.0,1760.0,984.0,8460.0,-0.6,-6.2,2.8,0.0,0.0,268.0,11.5,33.8,1024.2,0,,
2013-03-03,6,492.0,501.0,1106.0,726.0,650.0,1737.0,1445.0,1140.0,1002.0,761.0,2583.0,1262.0,13405.0,3.0,-2.7,7.1,0.0,0.0,297.0,15.1,35.3,1022.2,222,,
2013-03-04,0,1069.0,1200.0,2432.0,2073.0,1812.0,2816.0,3240.0,1531.0,3029.0,2489.0,6187.0,3539.0,31417.0,1.9,-4.3,9.2,0.0,0.0,145.0,9.4,29.2,1020.6,426,,
2013-03-05,1,1245.0,1452.0,2432.0,2779.0,2409.0,4176.0,4419.0,1995.0,3426.0,3008.0,7619.0,4469.0,39429.0,5.2,-0.4,12.7,0.0,0.0,128.0,9.4,23.0,1010.8,636,,
2013-03-06,2,1273.0,1479.0,2432.0,2822.0,2494.0,4176.0,2314.0,2062.0,4172.0,3232.0,7134.0,4614.0,38204.0,6.2,-2.8,14.6,0.0,0.0,92.0,8.6,25.6,1005.2,474,,
2013-03-07,3,1138.0,1282.0,2735.0,2332.0,2051.0,3511.0,3597.0,2590.0,3128.0,2597.0,6466.0,4305.0,35732.0,5.4,2.0,10.1,0.3,0.0,78.0,21.2,47.2,1004.1,180,,
2013-03-08,4,1011.0,1098.0,3571.0,2134.0,1767.0,3955.0,3807.0,1295.0,2675.0,1940.0,5812.0,3472.0,32537.0,2.4,1.2,3.7,1.1,0.0,95.0,24.5,45.7,1005.0,0,,
2013-03-09,5,1445.0,1842.0,3471.0,2834.0,2602.0,4183.0,4698.0,2261.0,4013.0,3366.0,8031.0,5086.0,43832.0,0.6,-0.2,1.3,7.0,0.0,94.0,22.3,46.4,1002.9,0,,
2013-03-10,6,812.0,794.0,1629.0,1152.0,1080.0,2031.0,2148.0,1864.0,1268.0,1033.0,3502.0,1950.0,19263.0,-1.8,-3.0,-0.2,0.0,50.0,56.0,22.7,42.1,1003.7,0,,
2013-03-11,0,856.0,971.0,1351.0,1056.0,1029.0,2688.0,1679.0,1292.0,1646.0,1173.0,3960.0,2110.0,19811.0,-3.4,-4.7,-2.1,0.0,50.0,37.0,21.6,40.0,1009.3,24,,
2013-03-12,1,1169.0,1130.0,2011.0,2077.0,1968.0,3448.0,3079.0,1354.0,3016.0,2494.0,6098.0,3941.0,31785.0,-4.7,-10.3,-1.8,0.0,60.0,48.0,13.3,29.5,1007.9,366,,
2013-03-13,2,729.0,872.0,1429.0,1323.0,1270.0,2301.0,840.0,867.0,1954.0,1578.0,4109.0,2441.0,19713.0,-5.3,-11.7,0.7,0.6,30.0,221.0,7.2,22.7,1005.5,300,,
2013-03-14,3,799.0,879.0,1487.0,1387.0,1309.0,2386.0,1138.0,924.0,2104.0,1748.0,4170.0,2387.0,20718.0,-3.0,-8.6,-0.1,0.0,40.0,329.0,12.2,33.1,1011.1,360,,
2013-03-15,4,786.0,917.0,1552.0,1575.0,1456.0,2228.0,1794.0,1021.0,2120.0,1723.0,4611.0,2651.0,22434.0,-3.1,-10.8,1.6,0.0,20.0,193.0,9.7,31.0,1015.0,588,,
2013-03-16,5,618.0,722.0,974.0,790.0,590.0,1912.0,837.0,551.0,1056.0,804.0,2935.0,1450.0,13239.0,2.0,-1.0,6.6,0.3,20.0,137.0,19.8,41.4,1011.0,48,,Osterferien
2013-03-17,6,257.0,258.0,317.0,366.0,374.0,647.0,459.0,335.0,534.0,335.0,1345.0,725.0,5952.0,0.8,-0.8,2.2,1.5,0.0,118.0,25.2,51.5,1002.8,18,,Osterferien
2013-03-18,0,633.0,691.0,1118.0,1264.0,1134.0,1863.0,1398.0,852.0,1725.0,1394.0,3631.0,2256.0,17959.0,1.3,-0.9,4.9,0.0,30.0,107.0,22.0,46.1,996.2,282,,Osterferien
2013-03-19,1,732.0,849.0,1305.0,1453.0,1285.0,1933.0,1955.0,926.0,2032.0,1603.0,4256.0,2627.0,20956.0,-0.2,-1.6,1.8,0.0,0.0,36.0,14.4,33.8,1000.2,0,,Osterferien
2013-03-20,2,742.0,817.0,1260.0,1365.0,1311.0,1938.0,1881.0,896.0,2017.0,1614.0,4265.0,2532.0,20638.0,-0.2,-2.1,1.6,0.0,0.0,66.0,16.2,33.5,1007.2,0,,Osterferien
2013-03-21,3,709.0,789.0,1326.0,1406.0,1236.0,1959.0,1908.0,862.0,1907.0,1539.0,4116.0,2458.0,20215.0,0.2,-2.3,2.7,0.0,10.0,30.0,10.8,27.4,1018.1,90,,Osterferien
2013-03-22,4,696.0,746.0,1279.0,1377.0,1187.0,1694.0,1704.0,862.0,1868.0,1524.0,4054.0,2409.0,19400.0,-1.1,-3.8,1.9,0.0,0.0,73.0,20.5,52.2,1022.5,60,,Osterferien
2013-03-23,5,431.0,460.0,576.0,751.0,632.0,882.0,728.0,503.0,979.0,806.0,2324.0,1310.0,10382.0,-3.2,-5.3,-0.4,0.0,0.0,90.0,31.3,60.8,1024.2,558,,Osterferien
2013-03-24,6,333.0,328.0,530.0,451.0,468.0,753.0,596.0,580.0,724.0,465.0,1568.0,851.0,7647.0,-2.2,-6.8,2.7,0.0,0.0,91.0,29.2,64.4,1023.8,696,,Osterferien
2013-03-25,0,676.0,751.0,1176.0,1374.0,1155.0,1513.0,1602.0,837.0,1945.0,1600.0,3702.0,2377.0,18708.0,-1.1,-4.2,3.2,0.0,0.0,81.0,29.2,56.2,1021.2,666,,Osterferien
2013-03-26,1,711.0,786.0,1264.0,1399.0,1235.0,1843.0,1871.0,881.0,2097.0,1769.0,4187.0,2603.0,20646.0,-0.6,-4.3,4.8,0.0,0.0,74.0,23.8,51.1,1018.1,522,,Osterferien
2013-03-27,2,709.0,799.0,1386.0,1459.0,1314.0,1921.0,1984.0,864.0,2034.0,1728.0,4369.0,2639.0,21206.0,0.2,-4.6,5.6,0.0,0.0,80.0,20.5,47.2,1015.8,702,,Osterferien
2013-03-28,3,648.0,740.0,1133.0,1294.0,1128.0,1730.0,1587.0,727.0,1789.0,1483.0,3888.0,2304.0,18451.0,-0.9,-3.0,1.2,0.0,0.0,71.0,15.8,30.6,1012.4,6,,Osterferien
2013-03-29,4,357.0,346.0,515.0,392.0,364.0,780.0,649.0,512.0,647.0,442.0,1632.0,764.0,7400.0,-0.1,-1.6,1.7,0.2,10.0,10.0,9.7,18.7,1008.3,0,Karfreitag,Osterferien
2013-03-30,5,441.0,542.0,742.0,681.0,566.0,1273.0,919.0,525.0,1089.0,867.0,2484.0,1291.0,11420.0,0.7,-1.0,3.8,0.2,10.0,8.0,8.6,27.7,1008.9,36,,Osterferien
2013-03-31,6,353.0,353.0,679.0,440.0,342.0,956.0,769.0,655.0,634.0,441.0,1567.0,793.0,7982.0,1.3,-1.2,5.0,0.0,10.0,8.0,12.6,37.4,1013.2,192,,Osterferien
2013-04-01,0,741.0,796.0,1217.0,1297.0,1110.0,2003.0,1857.0,842.0,1903.0,1585.0,4003.0,2496.0,19850.0,1.2,-6.4,7.9,0.0,0.0,10.0,10.4,37.4,1012.9,690,Ostermontag,Osterferien
2013-04-02,1,716.0,845.0,1291.0,1285.0,1279.0,2252.0,2106.0,920.0,1939.0,1568.0,4156.0,2645.0,21002.0,1.9,-5.7,8.0,0.0,0.0,76.0,13.7,44.6,1016.0,750,,Osterferien
2013-04-03,2,991.0,1197.0,2254.0,1863.0,1748.0,2742.0,3033.0,1405.0,2828.0,2300.0,5621.0,3525.0,29507.0,2.2,-2.6,7.5,0.0,0.0,73.0,19.4,50.4,1019.6,702,,
2013-04-04,3,1050.0,1233.0,2138.0,2032.0,1803.0,2947.0,2999.0,1412.0,2993.0,2448.0,6221.0,3644.0,30920.0,2.8,-1.8,7.3,0.0,0.0,68.0,21.2,41.4,1015.9,300,,
2013-04-05,4,1171.0,1442.0,2138.0,2354.0,1871.0,5728.0,4498.0,1939.0,2814.0,2261.0,7275.0,3720.0,37211.0,1.8,-0.5,3.8,0.0,0.0,42.0,15.8,30.6,1013.7,0,,
2013-04-06,5,1421.0,1656.0,2138.0,3280.0,2909.0,5728.0,2328.0,2439.0,4945.0,3617.0,8433.0,5050.0,43944.0,4.1,-2.9,9.4,0.0,0.0,14.0,13.3,38.9,1019.9,342,,
2013-04-07,6,1271.0,1452.0,3050.0,2725.0,2333.0,3672.0,4118.0,1951.0,3469.0,2948.0,7289.0,4544.0,38822.0,2.8,-3.3,9.4,0.0,0.0,281.0,9.7,30.6,1020.5,456,,
2013-04-08,0,894.0,1090.0,4990.0,1867.0,1677.0,4085.0,5119.0,1166.0,2028.0,1508.0,5224.0,2868.0,32516.0,4.5,-3.0,10.8,0.0,0.0,70.0,15.8,41.0,1010.5,456,,
2013-04-09,1,1551.0,1697.0,4036.0,2977.0,2734.0,4579.0,5178.0,2188.0,4390.0,3717.0,8668.0,5493.0,47208.0,4.9,1.8,8.5,2.4,0.0,103.0,19.4,39.2,1003.6,42,,
2013-04-10,2,865.0,911.0,1679.0,1791.0,1477.0,2280.0,2289.0,2039.0,2049.0,1944.0,4858.0,3459.0,25641.0,6.2,2.6,10.4,1.4,0.0,138.0,12.2,31.7,1003.8,12,,
2013-04-11,3,757.0,869.0,1258.0,1256.0,1199.0,2188.0,1915.0,1411.0,1693.0,1376.0,3737.0,2299.0,19958.0,7.0,0.5,11.2,5.7,0.0,173.0,10.8,29.2,999.4,0,,
2013-04-12,4,1046.0,1098.0,1774.0,1850.0,1835.0,2946.0,2751.0,1087.0,2624.0,2179.0,5512.0,3382.0,28084.0,8.7,6.5,14.1,5.3,0.0,225.0,15.5,52.9,1000.2,144,,
2013-04-13,5,681.0,805.0,12.0,1125.0,897.0,2095.0,1660.0,1124.0,1608.0,1302.0,3856.0,2047.0,17212.0,8.1,5.4,11.9,0.0,0.0,239.0,18.7,47.2,1013.5,150,,
2013-04-14,6,714.0,792.0,44.0,1120.0,997.0,2305.0,2357.0,1809.0,1389.0,998.0,3467.0,1778.0,17770.0,12.5,7.0,16.7,0.0,0.0,148.0,14.4,29.2,1021.2,12,,
2013-04-15,0,1183.0,1420.0,44.0,2654.0,2314.0,3714.0,4553.0,2077.0,3689.0,2990.0,7354.0,4203.0,36195.0,15.0,8.3,22.2,0.6,0.0,200.0,11.2,33.8,1018.6,462,,
2013-04-16,1,1305.0,1482.0,15.0,2821.0,2501.0,3990.0,4482.0,2221.0,3871.0,3203.0,7744.0,4068.0,37703.0,13.8,7.1,19.9,0.0,0.0,198.0,13.7,44.3,1018.0,318,,
2013-04-17,2,1321.0,1528.0,8.0,2826.0,2489.0,4133.0,4729.0,2252.0,3921.0,3245.0,8098.0,4758.0,39308.0,13.9,6.5,18.3,0.0,0.0,207.0,12.6,40.7,1018.8,408,,
2013-04-18,3,1319.0,1553.0,34.0,2791.0,2412.0,3620.0,4097.0,2036.0,3709.0,3086.0,7634.0,4420.0,36711.0,15.1,9.2,17.9,0.0,0.0,221.0,28.1,71.3,1012.4,510,,
2013-04-19,4,1071.0,1245.0,25.0,2274.0,1998.0,3013.0,3369.0,1573.0,3087.0,2617.0,6669.0,3729.0,30670.0,8.7,1.9,12.8,0.3,0.0,269.0,20.2,47.2,1021.8,288,,
2013-04-20,5,963.0,1160.0,8.0,1528.0,1186.0,3781.0,2407.0,1478.0,1974.0,1636.0,5411.0,2632.0,24164.0,5.7,-1.2,11.4,0.0,0.0,339.0,12.6,29.2,1030.6,498,,
2013-04-21,6,879.0,938.0,11.0,1429.0,1302.0,2805.0,3297.0,2389.0,1715.0,1205.0,4338.0,2211.0,22519.0,10.0,0.9,16.3,0.0,0.0,97.0,10.1,34.9,1020.6,534,,
2013-04-22,0,1316.0,1498.0,10.0,2763.0,2443.0,3814.0,4546.0,2136.0,3548.0,3090.0,7406.0,4418.0,36988.0,11.0,7.7,16.3,0.0,0.0,244.0,10.4,26.6,1015.1,510,,
2013-04-23,1,1257.0,1439.0,17.0,2547.0,2264.0,3469.0,4009.0,1812.0,3467.0,2925.0,7181.0,4192.0,34579.0,10.5,4.2,14.7,0.0,0.0,243.0,18.4,42.8,1017.7,24,,
2013-04-24,2,1326.0,1476.0,26.0,2835.0,2547.0,4161.0,4821.0,2398.0,3795.0,3169.0,8054.0,4791.0,39399.0,13.2,3.7,21.6,0.0,0.0,222.0,13.7,41.8,1023.1,396,,
2013-04-25,3,1389.0,1565.0,11.0,2882.0,2589.0,4163.0,4559.0,2393.0,3904.0,3275.0,8220.0,4109.0,39059.0,15.9,11.4,21.1,0.0,0.0,234.0,8.3,26.3,1021.1,180,,
2013-04-26,4,898.0,905.0,11.0,1664.0,1503.0,2489.0,2700.0,1149.0,2260.0,1865.0,5244.0,2453.0,23141.0,8.8,4.7,13.7,9.2,0.0,305.0,12.2,37.4,1009.8,30,,
2013-04-27,5,725.0,887.0,11.0,1449.0,1071.0,2407.0,1951.0,1161.0,1886.0,1591.0,4338.0,2342.0,19819.0,6.1,0.0,10.0,0.0,0.0,333.0,15.5,33.1,1011.3,114,,
2013-04-28,6,742.0,771.0,11.0,1276.0,1148.0,2595.0,2389.0,1680.0,1533.0,1109.0,3660.0,1930.0,18844.0,6.1,-0.1,11.9,0.0,0.0,242.0,7.9,23.8,1015.6,342,,
2013-04-29,0,1136.0,1294.0,11.0,2524.0,2282.0,3091.0,3838.0,1751.0,3328.0,2730.0,6900.0,3974.0,32859.0,8.4,2.1,12.0,0.0,0.0,224.0,18.7,52.6,1014.8,336,,
2013-04-30,1,1373.0,1656.0,11.0,2985.0,2438.0,4143.0,4387.0,2055.0,3822.0,3325.0,8197.0,4930.0,39322.0,8.5,2.3,14.3,0.0,0.0,285.0,13.3,34.6,1023.0,552,,
