date,GrafMoltkeStrEast,GrafMoltkeStrWest,HastedterBrStr,LangemarckStrEast,LangemarckStrWest,Osterdeich,RadwegKleineWeser,SchwachhauserRing,WachmannStrAusSouth,WachmannStrEinNorth,WilhelmKaisenBrEast,WilhelmKaisenBrWest
2014-12-29,551.0,611.0,888.0,996.0,851.0,1474.0,1001.0,592,1253.0,1033.0,2675,1689.0
2014-12-30,581.0,689.0,881.0,1006.0,854.0,1441.0,1215.0,656,1442.0,1209.0,3020,1805.0
2014-12-31,449.0,550.0,623.0,659.0,560.0,1329.0,842.0,618,910.0,792.0,2233,1176.0
2015-01-01,388.0,333.0,663.0,488.0,461.0,1264.0,817.0,704,641.0,412.0,1640,849.0
2015-01-02,587.0,644.0,1028.0,619.0,595.0,2093.0,1006.0,770,820.0,597.0,2778,1155.0
2015-01-03,573.0,678.0,942.0,619.0,658.0,2134.0,1107.0,640,817.0,609.0,2930,1343.0
2015-01-04,578.0,670.0,953.0,1138.0,1059.0,1560.0,1559.0,550,1475.0,1176.0,3344,2190.0
2015-01-05,694.0,736.0,1855.0,1212.0,1250.0,2957.0,2461.0,1458,1507.0,1053.0,4071,2525.0
2015-01-06,1452.0,1569.0,3276.0,3052.0,2813.0,4180.0,4973.0,2043,4099.0,3590.0,7521,5608.0
2015-01-07,1767.0,2079.0,6473.0,4340.0,3655.0,6776.0,8618.0,2970,4917.0,4299.0,11686,7070.0
2015-01-08,955.0,1059.0,2663.0,2437.0,2057.0,3765.0,3837.0,2078,2389.0,1971.0,5441,3678.0
2015-01-09,1159.0,1056.0,1949.0,2558.0,2239.0,3855.0,3809.0,1657,3195.0,2800.0,6566,4117.0
2015-01-10,1499.0,1625.0,3387.0,3132.0,2859.0,4510.0,4913.0,2072,4007.0,3691.0,8492,5340.0
2015-01-11,910.0,1039.0,1913.0,1500.0,1380.0,2918.0,2603.0,1901,2162.0,1634.0,4527,2590.0
2015-01-12,1099.0,1262.0,2024.0,2223.0,2163.0,3490.0,3251.0,1294,3142.0,2509.0,6213,4033.0
2015-01-13,884.0,987.0,1248.0,1496.0,1366.0,2339.0,2212.0,898,2134.0,1707.0,4774,2596.0
2015-01-14,960.0,1034.0,1527.0,1790.0,1651.0,2683.0,2718.0,1066,2473.0,2022.0,5374,2993.0
2015-01-15,982.0,1047.0,1225.0,1567.0,1416.0,2373.0,2201.0,972,2192.0,1746.0,4711,2677.0
2015-01-16,1103.0,1318.0,1796.0,1991.0,1769.0,3271.0,2980.0,1213,2865.0,2427.0,6121,3350.0
2015-01-17,868.0,972.0,1349.0,1362.0,1023.0,2349.0,1805.0,1097,1773.0,1502.0,3890,2166.0
2015-01-18,432.0,411.0,593.0,600.0,608.0,1274.0,777.0,540,771.0,543.0,1947,1025.0
2015-01-19,1046.0,1129.0,1775.0,1923.0,1776.0,2978.0,2817.0,1119,2671.0,2135.0,5475,3276.0
2015-01-20,1169.0,1267.0,1973.0,2005.0,1836.0,3090.0,2927.0,1273,2668.0,2201.0,5504,3447.0
2015-01-21,1113.0,1196.0,1793.0,1854.0,1778.0,3120.0,2647.0,1225,2609.0,2102.0,5557,3238.0
2015-01-22,1160.0,1238.0,1726.0,1942.0,1762.0,2995.0,2723.0,1146,2692.0,2233.0,5524,3309.0
2015-01-23,983.0,1154.0,1611.0,1778.0,1619.0,2854.0,2624.0,1077,2419.0,2083.0,4896,2991.0
2015-01-24,338.0,273.0,455.0,536.0,469.0,1124.0,505.0,430,630.0,522.0,1918,985.0
2015-01-25,354.0,326.0,504.0,452.0,459.0,1112.0,530.0,461,551.0,436.0,1687,789.0
2015-01-26,857.0,955.0,1248.0,1420.0,1266.0,2193.0,2199.0,861,1987.0,1612.0,4535,2580.0
2015-01-27,1035.0,1202.0,1865.0,1860.0,1681.0,3168.0,2856.0,1146,2678.0,2230.0,5716,3367.0
2015-01-28,884.0,1009.0,1426.0,1603.0,1480.0,2471.0,2433.0,940,2136.0,1788.0,4949,2824.0
2015-01-29,868.0,990.0,1202.0,1419.0,1323.0,2423.0,2007.0,868,2067.0,1685.0,4466,2594.0
2015-01-30,885.0,1030.0,1302.0,1521.0,1354.0,2315.0,2186.0,838,2136.0,1834.0,4702,2701.0
2015-01-31,507.0,546.0,614.0,980.0,741.0,1459.0,952.0,471,919.0,809.0,2565,1443.0
2015-02-01,529.0,601.0,891.0,1075.0,825.0,1276.0,1191.0,515,1290.0,1087.0,2883,1774.0
2015-02-02,785.0,918.0,1299.0,1569.0,1389.0,2346.0,1917.0,825,1987.0,1656.0,4413,2640.0
2015-02-03,970.0,1124.0,1657.0,1839.0,1612.0,2638.0,2647.0,1103,2609.0,2151.0,5483,2996.0
2015-02-04,681.0,861.0,1089.0,1223.0,1191.0,1748.0,1613.0,735,1763.0,1434.0,3737,2365.0
2015-02-05,1013.0,1254.0,2596.0,1781.0,1517.0,4388.0,3077.0,1498,2281.0,1918.0,5777,3399.0
2015-02-06,1371.0,1466.0,2764.0,2736.0,2442.0,3690.0,4034.0,1721,3564.0,3140.0,6553,4853.0
2015-02-07,1708.0,1988.0,6697.0,4042.0,3598.0,6556.0,8845.0,3111,4810.0,4257.0,10963,6855.0
2015-02-08,919.0,981.0,3871.0,1951.0,952.0,3543.0,4584.0,2601,1706.0,1285.0,4684,2635.0
2015-02-09,1402.0,1417.0,2384.0,3004.0,2634.0,4356.0,4563.0,1939,3905.0,3273.0,7860,4754.0
2015-02-10,1393.0,1476.0,3374.0,3050.0,2544.0,4515.0,4558.0,1912,3752.0,3340.0,8231,5172.0
2015-02-11,1273.0,1404.0,2493.0,2636.0,2520.0,4065.0,3697.0,1624,3608.0,3150.0,7770,4362.0
2015-02-12,1234.0,1382.0,2211.0,2466.0,2354.0,3834.0,3485.0,1388,3398.0,2816.0,6969,4440.0
2015-02-13,1092.0,1231.0,2040.0,1926.0,1753.0,3006.0,3045.0,1272,2766.0,2354.0,6217,3599.0
2015-02-14,913.0,1104.0,1846.0,1259.0,1055.0,3442.0,2040.0,1116,1737.0,1465.0,4753,2385.0
2015-02-15,542.0,591.0,995.0,794.0,720.0,1664.0,1420.0,953,1033.0,756.0,2682,1345.0
2015-02-16,1073.0,1153.0,1993.0,1985.0,1833.0,2718.0,2923.0,1204,2890.0,2339.0,5655,3378.0
2015-02-17,1054.0,1193.0,1902.0,1916.0,1780.0,3085.0,2962.0,1268,2863.0,2368.0,5878,3332.0
2015-02-18,1180.0,1292.0,1986.0,2073.0,1878.0,3197.0,3189.0,1387,2920.0,2430.0,6150,3581.0
2015-02-19,1178.0,1345.0,2043.0,2145.0,1914.0,3247.0,3128.0,1437,2917.0,2475.0,6237,3655.0
2015-02-20,923.0,1040.0,1598.0,1640.0,1467.0,2444.0,2451.0,930,2284.0,1934.0,5032,2854.0
2015-02-21,620.0,681.0,782.0,922.0,800.0,1587.0,1108.0,549,1178.0,958.0,2976,1612.0
2015-02-22,604.0,668.0,1375.0,840.0,889.0,2137.0,1758.0,1255,1132.0,819.0,2879,1421.0
2015-02-23,936.0,1094.0,1540.0,1642.0,1563.0,2571.0,2468.0,1100,2360.0,1899.0,5215,2935.0
2015-02-24,971.0,1128.0,1761.0,1830.0,1567.0,2868.0,518.0,1138,2699.0,2235.0,5489,3317.0
2015-02-25,1044.0,1184.0,1841.0,1888.0,1681.0,3027.0,165.0,1216,2702.0,2265.0,5454,3459.0
2015-02-26,1189.0,1287.0,2084.0,2059.0,1840.0,3198.0,1064.0,1378,3023.0,2528.0,5875,3650.0
2015-02-27,925.0,1012.0,1420.0,1487.0,1403.0,2501.0,1825.0,886,2080.0,1710.0,4771,2900.0
2015-02-28,832.0,957.0,1514.0,1297.0,1026.0,2313.0,1855.0,1095,1758.0,1468.0,4198,2397.0
2015-03-01,531.0,594.0,795.0,915.0,873.0,1331.0,1114.0,597,1077.0,918.0,2718,1514.0
2015-03-02,828.0,958.0,1307.0,1488.0,1195.0,2353.0,1856.0,834,1883.0,1572.0,4400,2611.0
2015-03-03,920.0,1021.0,1687.0,1706.0,1656.0,2714.0,2576.0,1052,2317.0,1863.0,5364,3151.0
2015-03-04,469.0,513.0,1003.0,683.0,583.0,1422.0,1204.0,722,884.0,678.0,2207,1165.0
2015-03-05,657.0,733.0,1721.0,1209.0,1235.0,2100.0,2352.0,1609,1295.0,947.0,3314,1911.0
2015-03-06,1457.0,1541.0,3351.0,3242.0,2722.0,4381.0,4813.0,2042,4095.0,3634.0,6712,5509.0
2015-03-07,1567.0,1771.0,5380.0,3408.0,2850.0,5692.0,7034.0,2332,3763.0,3338.0,9067,5459.0
2015-03-08,1257.0,1435.0,4857.0,3109.0,0.0,4657.0,6485.0,2363,3438.0,2909.0,8031,4911.0
2015-03-09,1504.0,1474.0,2608.0,3177.0,2800.0,4498.0,4710.0,2138,4007.0,3445.0,8057,4880.0
2015-03-10,927.0,1035.0,2496.0,1877.0,1472.0,3784.0,3434.0,1981,1907.0,1569.0,5247,2780.0
2015-03-11,1332.0,1447.0,2426.0,2679.0,2483.0,4156.0,3736.0,1648,3646.0,3278.0,7894,4542.0
2015-03-12,1353.0,1488.0,2366.0,2666.0,2534.0,4020.0,3813.0,1568,3620.0,2931.0,7206,4676.0
2015-03-13,1147.0,1312.0,2452.0,2169.0,1944.0,3334.0,3417.0,1527,3078.0,2600.0,6395,3983.0
2015-03-14,854.0,1048.0,1533.0,1185.0,983.0,2757.0,1627.0,822,1525.0,1293.0,4242,2070.0
2015-03-15,548.0,551.0,974.0,758.0,771.0,1683.0,1275.0,917,1077.0,759.0,2659,1401.0
2015-03-16,1215.0,1381.0,2708.0,2534.0,2253.0,3387.0,3645.0,1586,3490.0,2962.0,6649,4212.0
2015-03-17,1302.0,1494.0,3160.0,2795.0,2523.0,3975.0,4443.0,1956,3873.0,3249.0,7604,4825.0
2015-03-18,1386.0,1535.0,3355.0,2950.0,2534.0,4251.0,4526.0,2022,3752.0,3228.0,7894,4955.0
2015-03-19,1489.0,1656.0,3273.0,2986.0,2562.0,4388.0,4442.0,2034,3698.0,3254.0,7810,4951.0
2015-03-20,1124.0,1345.0,2515.0,2377.0,2127.0,3521.0,3433.0,1453,3041.0,2613.0,6795,4166.0
2015-03-21,578.0,683.0,913.0,1067.0,849.0,1817.0,1282.0,538,1269.0,983.0,3391,2044.0
2015-03-22,660.0,754.0,1663.0,1193.0,1024.0,2456.0,2029.0,1387,1375.0,1008.0,3390,1714.0
2015-03-23,1270.0,1420.0,2811.0,2616.0,2306.0,3637.0,3950.0,1645,3468.0,2901.0,6897,4497.0
2015-03-24,1256.0,1484.0,2843.0,2590.0,2300.0,3874.0,3842.0,1747,3517.0,2963.0,7111,4633.0
2015-03-25,1077.0,1230.0,2254.0,2327.0,2039.0,3081.0,3176.0,1406,2961.0,2480.0,6044,3874.0
2015-03-26,1032.0,1190.0,2097.0,2069.0,1890.0,3019.0,3010.0,1184,2830.0,2376.0,5991,3976.0
2015-03-27,801.0,855.0,1350.0,1708.0,1412.0,2159.0,2202.0,889,2093.0,1681.0,4724,2983.0
2015-03-28,621.0,729.0,1283.0,1239.0,1068.0,1954.0,1657.0,858,1453.0,1262.0,3420,1999.0
2015-03-29,259.0,262.0,378.0,452.0,449.0,845.0,508.0,338,524.0,317.0,1373,786.0
2015-03-30,568.0,654.0,988.0,1177.0,996.0,1444.0,1476.0,563,1414.0,1133.0,3162,2111.0
2015-03-31,508.0,524.0,656.0,816.0,731.0,1026.0,1083.0,408,1069.0,875.0,2555,1629.0
2015-04-01,541.0,565.0,918.0,711.0,665.0,1738.0,1326.0,1117,967.0,763.0,2442,1180.0
2015-04-02,1038.0,1183.0,1821.0,1808.0,1610.0,2968.0,2668.0,1213,2479.0,2165.0,5377,3144.0
2015-04-03,970.0,1028.0,1675.0,1611.0,1580.0,2667.0,2687.0,1030,2391.0,2063.0,5334,3477.0
2015-04-04,787.0,918.0,1877.0,1126.0,944.0,3067.0,1805.0,875,1558.0,1327.0,3992,2262.0
2015-04-05,1369.0,1607.0,3178.0,2829.0,2798.0,3867.0,4501.0,1946,3760.0,3251.0,7940,5056.0
2015-04-06,1592.0,1882.0,4568.0,3907.0,3287.0,5488.0,6503.0,3059,4596.0,4075.0,6766,6075.0
2015-04-07,1158.0,1327.0,5655.0,2689.0,2059.0,6210.0,6549.0,1972,2248.0,2081.0,7614,4458.0
2015-04-08,1077.0,1130.0,2838.0,2568.0,0.0,3549.0,4037.0,1621,3096.0,2480.0,6334,4352.0
2015-04-09,1221.0,1256.0,2155.0,2655.0,2340.0,3874.0,3851.0,1716,3333.0,2908.0,7013,4434.0
2015-04-10,917.0,978.0,2845.0,1924.0,1678.0,4443.0,3303.0,2279,2378.0,1777.0,5080,2924.0
2015-04-11,1453.0,1538.0,2653.0,2870.0,2643.0,4252.0,4129.0,1838,3794.0,3319.0,8515,4742.0
2015-04-12,1116.0,1227.0,1833.0,2210.0,1946.0,3469.0,2983.0,1150,2855.0,2420.0,6266,3967.0
2015-04-13,1277.0,1484.0,3004.0,2817.0,2549.0,3841.0,4173.0,1785,3845.0,3230.0,7538,4841.0
2015-04-14,1395.0,1562.0,3353.0,2951.0,2659.0,4229.0,4455.0,1968,3977.0,3414.0,8097,5180.0
2015-04-15,1572.0,1796.0,4365.0,3656.0,3047.0,5384.0,5679.0,2555,4363.0,3847.0,8949,5837.0
2015-04-16,1466.0,1643.0,3212.0,2994.0,2837.0,4324.0,4611.0,2031,4177.0,3537.0,8160,5325.0
2015-04-17,1350.0,1528.0,2942.0,2683.0,2399.0,4006.0,4115.0,1831,3622.0,3186.0,7759,4853.0
2015-04-18,1041.0,1203.0,2600.0,2168.0,1731.0,3945.0,3565.0,1762,2467.0,2111.0,5956,3585.0
2015-04-19,1102.0,1268.0,3241.0,1595.0,1508.0,4261.0,3413.0,2224,1922.0,1440.0,4966,2562.0
2015-04-20,1468.0,1703.0,3996.0,3245.0,2811.0,4731.0,5377.0,2283,4327.0,3693.0,8823,5630.0
2015-04-21,1577.0,1788.0,4009.0,3318.0,2998.0,4797.0,5304.0,2356,4381.0,3825.0,9217,5770.0
2015-04-22,1426.0,1673.0,3273.0,2962.0,2632.0,4264.0,4347.0,1924,3835.0,3349.0,7682,5022.0
2015-04-23,1532.0,1730.0,3261.0,2918.0,2665.0,4402.0,4642.0,2140,3837.0,3309.0,8175,5157.0
2015-04-24,1409.0,1687.0,3917.0,3162.0,2691.0,4919.0,5283.0,2372,3962.0,3574.0,8352,5372.0
2015-04-25,785.0,859.0,1351.0,1322.0,1095.0,2491.0,1760.0,896,1597.0,1288.0,4130,2356.0
2015-04-26,605.0,642.0,993.0,801.0,771.0,1876.0,1431.0,855,1097.0,804.0,2794,1436.0
2015-04-27,1138.0,1376.0,2273.0,2190.0,2043.0,3146.0,3446.0,1493,3079.0,2597.0,6284,4023.0
2015-04-28,1310.0,1550.0,3005.0,2597.0,2412.0,3988.0,4153.0,1743,3552.0,3157.0,7613,4912.0
2015-04-29,1461.0,1627.0,3008.0,2740.0,2523.0,3989.0,4279.0,1829,3922.0,3367.0,7908,4980.0
2015-04-30,1264.0,1526.0,2487.0,2146.0,2174.0,3759.0,3432.0,1543,3218.0,2864.0,6684,4481.0
2015-05-01,932.0,1079.0,1670.0,1856.0,1617.0,2562.0,2591.0,1119,2539.0,2118.0,5269,3166.0
2015-05-02,1016.0,1120.0,1627.0,1694.0,1505.0,2759.0,2203.0,1008,2374.0,1886.0,4960,2848.0
2015-05-03,1141.0,1294.0,2084.0,2115.0,1859.0,3190.0,3126.0,1440,3067.0,2616.0,6302,3426.0
2015-05-04,546.0,570.0,1509.0,814.0,747.0,1807.0,1647.0,1238,1054.0,789.0,2407,1362.0
2015-05-05,1308.0,1400.0,2596.0,2323.0,2314.0,3517.0,3994.0,1646,3520.0,2909.0,7343,4474.0
2015-05-06,1652.0,1903.0,5805.0,3931.0,3221.0,6337.0,7862.0,2930,4407.0,3986.0,9520,5030.0
2015-05-07,719.0,756.0,2525.0,1476.0,1417.0,3201.0,2948.0,1326,1816.0,1036.0,4178,2065.0
2015-05-08,1336.0,1437.0,4227.0,3099.0,0.0,4441.0,5754.0,2367,3565.0,3037.0,7980,5292.0
2015-05-09,668.0,716.0,1152.0,1323.0,1029.0,1967.0,1637.0,879,1423.0,1173.0,3626,2398.0
2015-05-10,1409.0,1584.0,3442.0,3292.0,2924.0,4389.0,4760.0,2070,4274.0,3690.0,8403,5343.0
2015-05-11,1360.0,1454.0,2417.0,2661.0,2543.0,3981.0,3908.0,1666,3732.0,3300.0,7689,4506.0
2015-05-12,829.0,889.0,1071.0,1423.0,1152.0,2316.0,1700.0,759,1929.0,1523.0,4181,2713.0
2015-05-13,1476.0,1748.0,3521.0,3036.0,2840.0,4148.0,4701.0,2104,4117.0,3705.0,8181,5531.0
2015-05-14,763.0,841.0,2450.0,1676.0,1585.0,2807.0,2767.0,2227,1636.0,1349.0,4123,2451.0
2015-05-15,1061.0,1267.0,2928.0,2399.0,2075.0,3369.0,3654.0,1486,2730.0,2405.0,6261,4046.0
2015-05-16,821.0,966.0,1621.0,1325.0,1059.0,3193.0,1787.0,862,1452.0,1191.0,4212,2369.0
2015-05-17,650.0,726.0,1616.0,1088.0,1101.0,2093.0,2165.0,1457,1322.0,1026.0,3232,1981.0
2015-05-18,1198.0,1339.0,2876.0,2570.0,2482.0,3590.0,4201.0,1699,3636.0,3015.0,7205,4279.0
2015-05-19,1303.0,1412.0,2435.0,2404.0,2262.0,3549.0,3126.0,1536,3297.0,2802.0,7079,4636.0
2015-05-20,1333.0,1475.0,2951.0,2786.0,2562.0,3681.0,4296.0,1876,3669.0,3126.0,7395,4941.0
2015-05-21,1407.0,1532.0,3148.0,3079.0,2678.0,3951.0,4756.0,2093,3776.0,3262.0,8098,5306.0
2015-05-22,1326.0,1526.0,3559.0,2994.0,2581.0,4289.0,5131.0,2050,3785.0,3362.0,8385,5373.0
2015-05-23,786.0,898.0,1775.0,1476.0,1343.0,2524.0,2352.0,1109,1746.0,1432.0,4514,2810.0
2015-05-24,908.0,1017.0,3641.0,1761.0,1744.0,3692.0,4226.0,2978,1677.0,1333.0,5262,2942.0
2015-05-25,631.0,694.0,2039.0,1126.0,1106.0,2191.0,2507.0,1530,1358.0,1107.0,3642,1903.0
2015-05-26,1229.0,1394.0,2801.0,2647.0,2197.0,3394.0,3777.0,1572,3397.0,2983.0,7254,4672.0
2015-05-27,1423.0,1635.0,3144.0,3002.0,2694.0,4314.0,4650.0,2049,3927.0,3383.0,8621,5434.0
2015-05-28,1250.0,1384.0,2636.0,2661.0,2421.0,3776.0,4098.0,1670,3436.0,2917.0,7634,4694.0
2015-05-29,1292.0,1541.0,3023.0,2906.0,2594.0,3900.0,4561.0,1873,3857.0,3287.0,8231,5265.0
2015-05-30,776.0,927.0,1452.0,1670.0,1260.0,2620.0,2187.0,1012,1816.0,1510.0,5033,2924.0
2015-05-31,791.0,817.0,1572.0,1195.0,1150.0,2335.0,2528.0,1389,1550.0,1176.0,3791,2087.0
2015-06-01,1139.0,1235.0,2141.0,2082.0,1950.0,3356.0,3114.0,1305,3074.0,2538.0,6251,3616.0
2015-06-02,991.0,1112.0,1777.0,1704.0,1563.0,2911.0,2638.0,1054,2412.0,2112.0,5286,2993.0
2015-06-03,1103.0,1315.0,2033.0,1956.0,1748.0,3056.0,3030.0,1312,2807.0,2454.0,5856,3570.0
2015-06-04,608.0,691.0,1786.0,929.0,872.0,2142.0,2088.0,1514,1237.0,917.0,2778,1480.0
2015-06-05,1464.0,1598.0,3303.0,2692.0,2617.0,4141.0,4457.0,1906,3833.0,3288.0,8014,5231.0
2015-06-06,1166.0,1219.0,3353.0,2663.0,2051.0,4171.0,4164.0,2042,2836.0,2325.0,6190,2842.0
2015-06-07,1587.0,1931.0,4256.0,3624.0,3182.0,5108.0,5927.0,2457,4458.0,3930.0,9751,6039.0
2015-06-08,1248.0,1403.0,4636.0,3155.0,0.0,5000.0,6418.0,2517,3478.0,3055.0,8230,5079.0
2015-06-09,534.0,595.0,966.0,866.0,813.0,1738.0,1362.0,1122,1128.0,843.0,2616,1550.0
2015-06-10,1081.0,1207.0,2159.0,2260.0,2067.0,3370.0,3207.0,1374,2989.0,2662.0,6389,3869.0
2015-06-11,1129.0,1250.0,1971.0,2282.0,2118.0,3677.0,3257.0,1297,3023.0,2743.0,6520,3938.0
2015-06-12,590.0,610.0,870.0,907.0,801.0,1755.0,1292.0,752,1184.0,811.0,2663,1533.0
2015-06-13,1014.0,1110.0,2251.0,1806.0,1591.0,3477.0,3098.0,1432,2589.0,2270.0,6316,2753.0
2015-06-14,942.0,1011.0,2589.0,1716.0,1696.0,3322.0,3303.0,1751,2620.0,2189.0,6067,2356.0
2015-06-15,1510.0,1631.0,3826.0,3232.0,2965.0,4340.0,4996.0,2142,4356.0,3712.0,8904,4067.0
2015-06-16,1514.0,1627.0,3538.0,3290.0,2815.0,4384.0,4819.0,2098,4137.0,3647.0,9012,4775.0
2015-06-17,1555.0,1695.0,3892.0,3388.0,3022.0,4653.0,5248.0,2246,4059.0,3679.0,9215,5325.0
2015-06-18,1351.0,1535.0,2959.0,2974.0,2596.0,4215.0,4167.0,1862,3845.0,3241.0,8261,5198.0
2015-06-19,1029.0,1166.0,2370.0,2379.0,2106.0,3247.0,3487.0,1370,2867.0,2498.0,6812,5268.0
2015-06-20,875.0,998.0,1970.0,1672.0,1450.0,2650.0,2467.0,1312,1994.0,1726.0,4972,2840.0
2015-06-21,811.0,860.0,2121.0,1328.0,1379.0,2605.0,2758.0,1683,1623.0,1328.0,4231,2452.0
2015-06-22,990.0,1120.0,2193.0,2321.0,1991.0,3131.0,3456.0,1316,2675.0,2274.0,6353,4011.0
2015-06-23,1262.0,1412.0,2738.0,2695.0,2380.0,3677.0,4210.0,1535,3484.0,2888.0,7826,4811.0
2015-06-24,1331.0,1536.0,3010.0,2890.0,2540.0,4049.0,4416.0,1816,3690.0,3160.0,8062,5424.0
2015-06-25,1459.0,1659.0,3546.0,3302.0,2917.0,4441.0,5067.0,2113,4205.0,3593.0,9011,5165.0
2015-06-26,1350.0,1592.0,3713.0,3544.0,2913.0,4564.0,5099.0,2048,4183.0,3459.0,8583,5231.0
2015-06-27,1093.0,1224.0,2453.0,2271.0,1881.0,3353.0,3381.0,1540,2815.0,2111.0,5940,2849.0
2015-06-28,952.0,1021.0,3894.0,2140.0,1876.0,3898.0,4723.0,2590,2139.0,1588.0,5395,2331.0
2015-06-29,1496.0,1773.0,4546.0,3635.0,3260.0,4849.0,6111.0,2498,4513.0,3874.0,9331,4536.0
2015-06-30,1765.0,2024.0,6085.0,4124.0,3562.0,6933.0,7616.0,2992,4906.0,4407.0,11605,6705.0
2015-07-01,1226.0,1306.0,2092.0,2183.0,2023.0,3210.0,3244.0,1402,3005.0,2535.0,6393,3769.0
2015-07-02,584.0,682.0,769.0,945.0,757.0,1778.0,1172.0,559,1292.0,1063.0,3297,1716.0
2015-07-03,882.0,1017.0,1667.0,1271.0,1219.0,2597.0,2139.0,1191,1961.0,1733.0,4355,2613.0
2015-07-04,1018.0,1166.0,2150.0,2090.0,1759.0,2851.0,3050.0,1278,2728.0,2288.0,5468,3670.0
2015-07-05,1360.0,1527.0,2720.0,2472.0,2402.0,3555.0,3867.0,1653,3521.0,2909.0,7249,4806.0
2015-07-06,967.0,1093.0,3619.0,1809.0,1732.0,3690.0,4421.0,2677,2042.0,1580.0,5325,2362.0
2015-07-07,1585.0,1814.0,4360.0,3446.0,3054.0,5008.0,5743.0,2426,4471.0,3727.0,9319,5770.0
2015-07-08,779.0,804.0,2133.0,2008.0,0.0,2761.0,2903.0,1237,2436.0,1790.0,4857,3139.0
2015-07-09,1359.0,1581.0,2529.0,2898.0,2505.0,4285.0,4539.0,2117,3725.0,3285.0,7748,4974.0
2015-07-10,1328.0,1447.0,2765.0,2822.0,2567.0,4095.0,4058.0,1652,3737.0,3223.0,7761,4876.0
2015-07-11,776.0,981.0,1302.0,1563.0,1177.0,2723.0,1913.0,1053,1939.0,1692.0,4693,2727.0
2015-07-12,1149.0,1298.0,2165.0,2280.0,2263.0,3814.0,3405.0,1398,3280.0,2692.0,6651,4202.0
2015-07-13,1152.0,1221.0,2213.0,2168.0,2011.0,533.0,3256.0,1342,3043.0,2626.0,5778,3553.0
2015-07-14,1300.0,1418.0,2402.0,2519.0,2204.0,232.0,3664.0,1502,3154.0,2579.0,6629,4039.0
2015-07-15,1620.0,1912.0,3851.0,3466.0,2932.0,539.0,5219.0,2351,4781.0,3681.0,9709,5746.0
2015-07-16,1708.0,1953.0,4344.0,3478.0,2961.0,646.0,5761.0,2430,5019.0,4098.0,11480,5941.0
2015-07-17,1567.0,2019.0,5597.0,3173.0,2638.0,762.0,6618.0,2474,4104.0,3865.0,11307,6035.0
2015-07-18,1335.0,1478.0,4109.0,2412.0,1861.0,927.0,4636.0,2010,3291.0,2828.0,9504,4964.0
2015-07-19,680.0,618.0,1200.0,972.0,963.0,635.0,2006.0,957,1575.0,886.0,4731,2219.0
2015-07-20,1563.0,1817.0,4762.0,3661.0,3213.0,1223.0,5890.0,2522,4454.0,3888.0,9185,6056.0
2015-07-21,1618.0,1892.0,3740.0,3542.0,3146.0,3783.0,6017.0,2657,4523.0,3885.0,9120,6100.0
2015-07-22,1655.0,1923.0,3588.0,3690.0,3259.0,5065.0,6944.0,2870,4696.0,4063.0,9390,6147.0
2015-07-23,1442.0,1715.0,3486.0,3250.0,2792.0,4255.0,4994.0,2291,4089.0,3393.0,8172,5456.0
2015-07-24,1349.0,1506.0,3031.0,2689.0,2532.0,4173.0,4844.0,2073,3870.0,3155.0,7719,4914.0
2015-07-25,664.0,736.0,1229.0,1251.0,1063.0,2428.0,1593.0,745,1822.0,1018.0,3488,2174.0
2015-07-26,748.0,762.0,2170.0,1244.0,1313.0,2396.0,3028.0,1887,1658.0,1074.0,3738,2153.0
2015-07-27,853.0,958.0,1647.0,1811.0,1649.0,2291.0,2369.0,1040,2084.0,1735.0,4651,3077.0
2015-07-28,1024.0,1149.0,1625.0,2134.0,1930.0,2799.0,3074.0,1192,2700.0,2251.0,5662,3627.0
2015-07-29,994.0,1004.0,1440.0,1996.0,1702.0,2563.0,2787.0,1096,2475.0,2050.0,5342,3436.0
2015-07-30,1062.0,1165.0,1667.0,2286.0,2024.0,3019.0,3162.0,1464,2725.0,2269.0,5944,4133.0
2015-07-31,1111.0,1162.0,2111.0,2701.0,2284.0,3638.0,4026.0,1703,3149.0,2759.0,6778,4442.0
2015-08-01,862.0,967.0,1362.0,1588.0,1431.0,2367.0,2309.0,968,2182.0,1814.0,4733,2636.0
2015-08-02,702.0,877.0,1473.0,748.0,777.0,2915.0,1515.0,1089,1057.0,827.0,3086,1399.0
2015-08-03,869.0,1018.0,2978.0,1374.0,1529.0,4318.0,3686.0,2248,1860.0,1482.0,4567,2408.0
2015-08-04,1056.0,1200.0,2347.0,2251.0,1921.0,3062.0,3311.0,1463,2920.0,2424.0,5935,3912.0
2015-08-05,1462.0,1816.0,3607.0,2849.0,2606.0,4722.0,4999.0,2043,3940.0,3617.0,9084,5393.0
2015-08-06,1451.0,1667.0,3892.0,3353.0,2889.0,4509.0,5153.0,2233,4356.0,3676.0,8985,4422.0
2015-08-07,1340.0,1517.0,2600.0,2678.0,2338.0,3882.0,3876.0,1831,3350.0,2892.0,7520,4499.0
2015-08-08,814.0,865.0,2285.0,1948.0,0.0,2988.0,2835.0,1496,2202.0,1699.0,4557,2926.0
2015-08-09,1410.0,1623.0,2687.0,2993.0,2797.0,4559.0,4860.0,2287,4180.0,3618.0,8226,5502.0
2015-08-10,1298.0,1579.0,2699.0,2733.0,2614.0,4040.0,3976.0,1707,3651.0,3207.0,7910,4678.0
